Año,Mes,Código Presupuestal,"Fuente de 
Financiación",Recurso,Situado,Denominación del Rubro,Apropiación Inicial (0),Adiciones (a),Reducciones (b),Aplazamientos (c),Créditos (d),Contracréditos (e),Total Modificaciones Presupuestales (f) ,Apropiación Vigente (1),Certificados Acumulados (2),Compromisos Acumulados (3),Obligaciones Acumuladas (4),Pagos Acumulados (5)
2024,JUNIO,A-01-01-01-001-010,PROPIOS,20,CSF,PRIMA DE VACACIONES,2538628628,0,0,0,0,0,0,2538628628,2538628628,797742686,797742686,797742686
2024,JUNIO,A-01-01-02,PROPIOS,20,CSF,CONTRIBUCIONES INHERENTES A LA NÓMINA,16155620000,0,0,0,0,0,0,16155620000,16155620000,7480471046.33,6310827098.33,6310827098.33
2024,JUNIO,A-01-01-02-001,PROPIOS,20,CSF,APORTES A LA SEGURIDAD SOCIAL EN PENSIONES,4723382773,0,0,0,0,0,0,4723382773,4723382773,2292824965.26,1926325565.26,1926325565.26
2024,JUNIO,A-01-01-02-002,PROPIOS,20,CSF,APORTES A LA SEGURIDAD SOCIAL EN SALUD,3345735170,0,0,0,0,0,0,3345735170,3345735170,1624071569.25,1364465269.25,1364465269.25
2024,JUNIO,A-01-01-02-003,PROPIOS,20,CSF,AUXILIO DE CESANTÍAS,4185155210,0,0,0,0,0,0,4185155210,4185155210,1701609798.87,1443531150.87,1443531150.87
2024,JUNIO,A-01-01-02-004,PROPIOS,20,CSF,APORTES A CAJAS DE COMPENSACIÓN FAMILIAR,1642600502,0,0,0,0,0,0,1642600502,1642600502,781979266.67,662260266.67,662260266.67
2024,JUNIO,A-01-01-02-005,PROPIOS,20,CSF,APORTES GENERALES AL SISTEMA DE RIESGOS LABORALES,205484375,0,0,0,0,0,0,205484375,205484375,102478954.73,86390654.73,86390654.73
2024,JUNIO,A-01-01-02-006,PROPIOS,20,CSF,APORTES AL ICBF,1231955838,0,0,0,0,0,0,1231955838,1231955838,586501517.34,496710917.34,496710917.34
2024,JUNIO,A-01-01-02-007,PROPIOS,20,CSF,APORTES AL SENA,821306132,0,0,0,0,0,0,821306132,821306132,391004974.21,331143274.21,331143274.21
2024,JUNIO,A-01-01-03,PROPIOS,20,CSF,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,5485571000,0,0,0,0,0,0,5485571000,5485571000,2484529442,2484529442,2484529442
2024,JUNIO,A-01-01-03-001,PROPIOS,20,CSF,PRESTACIONES SOCIALES SEGÚN DEFINICIÓN LEGAL,2405455726,0,0,0,0,0,0,2405455726,2405455726,1213757070,1213757070,1213757070
2024,JUNIO,A-01-01-03-001-001,PROPIOS,20,CSF,VACACIONES,1189548954,0,0,0,0,0,0,1189548954,1189548954,828839215,828839215,828839215
2024,JUNIO,A-01-01-03-001-002,PROPIOS,20,CSF,INDEMNIZACIÓN POR VACACIONES,981930367,0,0,0,0,0,0,981930367,981930367,294179617,294179617,294179617
2024,JUNIO,A-01-01-03-001-003,PROPIOS,20,CSF,BONIFICACIÓN ESPECIAL DE RECREACIÓN,233976405,0,0,0,0,0,0,233976405,233976405,90738238,90738238,90738238
2024,JUNIO,A-01-01-03-002,PROPIOS,20,CSF,PRIMA TÉCNICA NO SALARIAL,2942173082,0,0,0,0,0,0,2942173082,2942173082,1204239407,1204239407,1204239407
2024,JUNIO,A-01-01-03-030,PROPIOS,20,CSF,BONIFICACIÓN DE DIRECCIÓN,137942192,0,0,0,0,0,0,137942192,137942192,66532965,66532965,66532965
2024,JUNIO,A-01-01-04,PROPIOS,20,CSF,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,7134940000,0,0,0,0,0,0,7134940000,0,0,0,0
2024,JUNIO,A-02,PROPIOS,20,CSF,ADQUISICIÓN DE BIENES  Y SERVICIOS,22397242000,0,0,0,1197765733.39,1197765733.39,0,22397242000,22319163049.32,19344752717.16,9282310036.16,9227168701.82
2024,JUNIO,A-02-01,PROPIOS,20,CSF,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,128000000,0,0,0,21520000,0,21520000,149520000,147520000,125957391.54,125957391.54,125957391.54
2024,JUNIO,A-02-01-01,PROPIOS,20,CSF,ACTIVOS FIJOS,128000000,0,0,0,21520000,0,21520000,149520000,147520000,125957391.54,125957391.54,125957391.54
2024,JUNIO,A-02-01-01-003,PROPIOS,20,CSF,ACTIVOS FIJOS NO CLASIFICADOS COMO MAQUINARIA Y EQUIPO,125000000,0,0,0,20000,0,20000,125020000,125020000,124957391.54,124957391.54,124957391.54
2024,JUNIO,A-02-01-01-003-008,PROPIOS,20,CSF,MUEBLES INSTRUMENTOS MUSICALES ARTÍCULOS DE DEPORTE Y ANTIGÜEDADES,125000000,0,0,0,20000,0,20000,125020000,125020000,124957391.54,124957391.54,124957391.54
2024,JUNIO,A-02-01-01-004,PROPIOS,20,CSF,MAQUINARIA Y EQUIPO,3000000,0,0,0,21500000,0,21500000,24500000,22500000,1000000,1000000,1000000
2024,JUNIO,A-02-01-01-004-005,PROPIOS,20,CSF,"MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMÁTICA",0,0,0,0,21500000,0,21500000,21500000,21500000,0,0,0
2024,JUNIO,B-10,NACIÓN,11,SSF,SERVICIO DE LA DEUDA PÚBLICA INTERNA,112491124000,0,0,0,0,0,0,112491124000,0,0,0,0
2024,JUNIO,A-02-01-01-004-007,PROPIOS,20,CSF,EQUIPO Y APARATOS DE RADIO TELEVISIÓN Y COMUNICACIONES,3000000,0,0,0,0,0,0,3000000,1000000,1000000,1000000,1000000
2024,JUNIO,A-02-02,PROPIOS,20,CSF,ADQUISICIONES DIFERENTES DE ACTIVOS,22269242000,0,0,0,1176245733.39,1197765733.39,-21520000,22247722000,22171643049.32,19218795325.62,9156352644.62,9101211310.28
2024,JUNIO,A-02-02-01,PROPIOS,20,CSF,MATERIALES Y SUMINISTROS,533560629,0,0,0,170951757.15,89059023.35,81892733.8,615453362.8,594019711.41,185606794.44,109836288.86,100369388.61
2024,JUNIO,A-02-02-01-002,PROPIOS,20,CSF,PRODUCTOS ALIMENTICIOS BEBIDAS Y TABACO; TEXTILES PRENDAS DE VESTIR Y PRODUCTOS DE CUERO,231500000,0,0,0,32150530,30331613.02,1818916.98,233318916.98,227318916.98,55307877.45,35193427.51,28741352.26
2024,JUNIO,A-02-02-01-002-003,PROPIOS,20,CSF,PRODUCTOS DE MOLINERÍA ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN; OTROS PRODUCTOS ALIMENTICIOS,101000000,0,0,0,0,22391613.02,-22391613.02,78608386.98,73608386.98,52805284.77,34070750.83,27748950.58
2024,JUNIO,A-02-02-01-002-007,PROPIOS,20,CSF,ARTÍCULOS TEXTILES (EXCEPTO PRENDAS DE VESTIR),2500000,0,0,0,2215280,0,2215280,4715280,3715280,2499575.68,1119659.68,989384.68
2024,JUNIO,A-02-02-01-002-008,PROPIOS,20,CSF,DOTACIÓN (PRENDAS DE VESTIR Y CALZADO),128000000,0,0,0,29935250,7940000,21995250,149995250,149995250,3017,3017,3017
2024,JUNIO,A-02-02-01-003,PROPIOS,20,CSF,OTROS BIENES TRANSPORTABLES (EXCEPTO PRODUCTOS METÁLICOS MAQUINARIA Y EQUIPO),281060629,0,0,0,82445162.15,39450307.01,42994855.14,324055484.14,316310633.27,112933069.71,60747909.51,57733084.51
2024,JUNIO,A-02-02-01-003-002,PROPIOS,20,CSF,PASTA O PULPA PAPEL Y PRODUCTOS DE PAPEL; IMPRESOS Y ARTÍCULOS SIMILARES,120811603,0,0,0,36611250.15,10400000,26211250.15,147022853.15,145022853.15,11656307.53,6266044.98,5542684.98
2024,JUNIO,A-02-02-01-003-003,PROPIOS,20,CSF,PRODUCTOS DE HORNOS DE COQUE; PRODUCTOS DE REFINACIÓN DE PETRÓLEO Y COMBUSTIBLE NUCLEAR,70953204,0,0,0,0,8169217.01,-8169217.01,62783986.99,59783986.99,59781143.91,32110927.98,32110927.98
2024,JUNIO,A-02-02-01-003-004,PROPIOS,20,CSF,QUÍMICOS BÁSICOS,0,0,0,0,140280,0,140280,140280,140280,0,0,0
2024,JUNIO,A-02-02-01-003-005,PROPIOS,20,CSF,OTROS PRODUCTOS QUÍMICOS; FIBRAS ARTIFICIALES (O FIBRAS INDUSTRIALES HECHAS POR EL HOMBRE),6525046,0,0,0,21958533,9216500,12742033,19267079,18022228.13,4280355.95,3482007.77,2838712.77
2024,JUNIO,A-02-02-01-003-006,PROPIOS,20,CSF,PRODUCTOS DE CAUCHO Y PLÁSTICO,45441533,0,0,0,7357946,4545702,2812244,48253777,48253777,22531261.36,11660355.82,10924935.82
2024,JUNIO,A-02-02-01-003-007,PROPIOS,20,CSF,VIDRIO Y PRODUCTOS DE VIDRIO Y OTROS PRODUCTOS NO METÁLICOS N.C.P.,1000000,0,0,0,15577153,3000000,12577153,13577153,13577153,353965.36,353965.36,327333.36
2024,JUNIO,A-02-02-01-003-008,PROPIOS,20,CSF,OTROS BIENES TRANSPORTABLES N.C.P.,36329243,0,0,0,800000,4118888,-3318888,33010355,31510355,14330035.6,6874607.6,5988489.6
2024,JUNIO,A-02-02-01-004,PROPIOS,20,CSF,PRODUCTOS METÁLICOS Y PAQUETES DE SOFTWARE,21000000,0,0,0,56356065,19277103.32,37078961.68,58078961.68,50390161.16,17365847.28,13894951.84,13894951.84
2024,JUNIO,A-02-02-01-004-002,PROPIOS,20,CSF,PRODUCTOS METÁLICOS ELABORADOS (EXCEPTO MAQUINARIA Y EQUIPO),0,0,0,0,25894413,0,25894413,25894413,23048450.99,12435105.45,10121371.5,10121371.5
2024,JUNIO,A-02-02-01-004-003,PROPIOS,20,CSF,MAQUINARIA PARA USO GENERAL,0,0,0,0,1052790,0,1052790,1052790,1052790,0,0,0
2024,JUNIO,A-02-02-01-004-005,PROPIOS,20,CSF,MAQUINARIA DE OFICINA CONTABILIDAD E INFORMÁTICA,5000000,0,0,0,0,4998000,-4998000,2000,2000,819.43,819.43,819.43
2024,JUNIO,A-02-02-01-004-006,PROPIOS,20,CSF,MAQUINARIA Y APARATOS ELÉCTRICOS,3000000,0,0,0,25546862,6386597.64,19160264.36,22160264.36,20013031.13,2518169.14,1665402.37,1665402.37
2024,JUNIO,A-02-02-01-004-007,PROPIOS,20,CSF,"EQUIPO Y APARATOS DE RADIO, TELEVISIÓN Y COMUNICACIONES",13000000,0,0,0,1200000,7892505.68,-6692505.68,6307494.32,3611889.04,2411753.26,2107358.54,2107358.54
2024,JUNIO,A-02-02-01-004-008,PROPIOS,20,CSF,"APARATOS MÉDICOS, INSTRUMENTOS ÓPTICOS Y DE PRECISIÓN, RELOJES",0,0,0,0,2662000,0,2662000,2662000,2662000,0,0,0
2024,JUNIO,A-02-02-02,PROPIOS,20,CSF,ADQUISICIÓN DE SERVICIOS,21735681371,0,0,0,1005293976.24,1108706710.04,-103412733.8,21632268637.2,21577623337.91,19033188531.18,9046516355.76,9000841921.67
2024,JUNIO,A-02-02-02-005,PROPIOS,20,CSF,SERVICIOS DE LA CONSTRUCCIÓN,12738467,0,0,0,0,8315242,-8315242,4423225,4423225,189.46,189.46,189.46
2024,JUNIO,A-02-02-02-005-004,PROPIOS,20,CSF,SERVICIOS DE CONSTRUCCIÓN,12738467,0,0,0,0,8315242,-8315242,4423225,4423225,189.46,189.46,189.46
2024,JUNIO,A-02-02-02-006,PROPIOS,20,CSF,"COMERCIO Y DISTRIBUCIÓN; ALOJAMIENTO; SERVICIOS DE SUMINISTRO DE COMIDAS Y BEBIDAS; SERVICIOS DE TRANSPORTE; Y SERVICIOS DE DISTRIBUCIÓN DE ELECTRICIDAD, GAS Y AGUA",1115865651,0,0,0,108379421,173080586.35,-64701165.35,1051164485.65,1026164485.36,616566055.16,37283914.16,37283914.16
2024,JUNIO,A-02-02-02-006-003,PROPIOS,20,CSF,ALOJAMIENTO; SERVICIOS DE SUMINISTROS DE COMIDAS Y BEBIDAS,50000000,0,0,0,0,19123641.6,-19123641.6,30876358.4,15876358.11,15871366.77,15871366.77,15871366.77
2024,JUNIO,A-02-02-02-006-004,PROPIOS,20,CSF,SERVICIOS DE TRANSPORTE DE PASAJEROS,35000000,0,0,0,0,35000000,-35000000,0,0,0,0,0
2024,JUNIO,A-02-02-02-006-005,PROPIOS,20,CSF,SERVICIOS DE TRANSPORTE DE CARGA,5000000,0,0,0,0,3098000,-3098000,1902000,1902000,18.72,18.72,18.72
2024,JUNIO,A-02-02-02-006-007,PROPIOS,20,CSF,SERVICIOS DE APOYO AL TRANSPORTE,60000000,0,0,0,0,27058153.75,-27058153.75,32941846.25,22941846.25,22936887.28,19520397.28,19520397.28
2024,JUNIO,A-02-02-02-006-008,PROPIOS,20,CSF,SERVICIOS POSTALES Y DE MENSAJERÍA,575865651,0,0,0,108379421,0,108379421,684245072,684245072,575875626.47,9975.47,9975.47
2024,JUNIO,A-02-02-02-006-009,PROPIOS,20,CSF,SERVICIOS DE DISTRIBUCIÓN DE ELECTRICIDAD GAS Y AGUA (POR CUENTA PROPIA),390000000,0,0,0,0,88800791,-88800791,301199209,301199209,1882155.92,1882155.92,1882155.92
2024,JUNIO,A-02-02-02-007,PROPIOS,20,CSF,"SERVICIOS FINANCIEROS Y SERVICIOS CONEXOS, SERVICIOS INMOBILIARIOS Y SERVICIOS DE ARRENDAMIENTO Y LEASING",12030383236,0,0,0,17805868,397513073.21,-379707205.21,11650676030.79,11650675730.79,10888186328.04,6414509928.54,6414509928.54
2024,JUNIO,A-02-02-02-007-001,PROPIOS,20,CSF,SERVICIOS FINANCIEROS Y SERVICIOS CONEXOS,1914398585,0,0,0,17805868,0,17805868,1932204453,1932204453,1910123453,1891898585,1891898585
2024,JUNIO,A-02-02-02-007-002,PROPIOS,20,CSF,SERVICIOS INMOBILIARIOS,10099714462,0,0,0,0,394407649.21,-394407649.21,9705306812.79,9705306812.79,8967792680.79,4522611338.29,4522611338.29
2024,JUNIO,A-02-02-02-007-003,PROPIOS,20,CSF,SERVICIOS DE ARRENDAMIENTO O ALQUILER SIN OPERARIO,16270189,0,0,0,0,3105424,-3105424,13164765,13164465,10270194.25,5.25,5.25
2024,JUNIO,A-02-02-02-008,PROPIOS,20,CSF,SERVICIOS PRESTADOS A LAS EMPRESAS Y SERVICIOS DE PRODUCCIÓN,7819768089,0,0,0,772808687.24,413571609,359237078.24,8179005167.24,8164360168.24,7007346030.65,2568096406.73,2522421972.64
2024,JUNIO,A-02-02-02-008-002,PROPIOS,20,CSF,SERVICIOS JURÍDICOS Y CONTABLES,2019600000,0,0,0,6850000,267878923,-261028923,1758571077,1757032744,1699376557.76,631301558.76,630976558.76
2024,JUNIO,A-02-02-02-008-003,PROPIOS,20,CSF,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS (EXCEPTO LOS SERVICIOS DE INVESTIGACION, URBANISMO, JURÍDICOS Y DE CONTABILIDAD)",3432716328,0,0,0,761502836,0,761502836,4194219164,4184187497,3390964239.62,1111485840.62,1106985840.62
2024,JUNIO,A-02-02-02-008-004,PROPIOS,20,CSF,SERVICIOS DE TELECOMUNICACIONES TRANSMISIÓN Y SUMINISTRO DE INFORMACIÓN,126060000,0,0,0,0,47067000,-47067000,78993000,78993000,20880454.38,5719854.38,5719854.38
2024,JUNIO,A-02-02-02-008-005,PROPIOS,20,CSF,SERVICIOS DE SOPORTE,1621128348,0,0,0,1500000,45355012,-43855012,1577273336,1577198337,1392277264.87,620465747.99,579616313.9
2024,JUNIO,A-02-02-02-008-007,PROPIOS,20,CSF,SERVICIOS DE MANTENIMIENTO REPARACIÓN E INSTALACIÓN (EXCEPTO SERVICIOS DE CONSTRUCCIÓN),239261533,0,0,0,0,53270674,-53270674,185990859,185990859,122896498.5,65125182.79,65125182.79
2024,JUNIO,A-02-02-02-008-009,PROPIOS,20,CSF,OTROS SERVICIOS DE FABRICACIÓN; SERVICIOS DE EDICIÓN IMPRESIÓN Y REPRODUCCIÓN; SERVICIOS DE RECUPERACIÓN DE MATERIALES,381001880,0,0,0,2955851.24,0,2955851.24,383957731.24,380957731.24,380951015.52,133998222.19,133998222.19
2024,JUNIO,A-02-02-02-009,PROPIOS,20,CSF,SERVICIOS PARA LA COMUNIDAD SOCIALES Y PERSONALES,656925928,0,0,0,106300000,48765500,57534500,714460428,714460428,503555612.75,9091601.75,9091601.75
2024,JUNIO,A-02-02-02-009-002,PROPIOS,20,CSF,SERVICIOS DE EDUCACIÓN,168000000,0,0,0,106300000,0,106300000,274300000,274300000,168000000,0,0
2024,JUNIO,A-02-02-02-009-003,PROPIOS,20,CSF,SERVICIOS PARA EL CUIDADO DE LA SALUD HUMANA Y SERVICIOS SOCIALES,24925928,0,0,0,0,14887500,-14887500,10038428,10038428,7926304.52,2236376.52,2236376.52
2024,JUNIO,A-02-02-02-009-004,PROPIOS,20,CSF,SERVICIOS DE ALCANTARILLADO RECOLECCIÓN TRATAMIENTO Y DISPOSICIÓN DE DESECHOS Y OTROS SERVICIOS DE SANEAMIENTO AMBIENTAL,3000000,0,0,0,0,0,0,3000000,3000000,616952,616952,616952
2024,JUNIO,A-02-02-02-009-006,PROPIOS,20,CSF,"SERVICIOS RECREATIVOS, CULTURALES Y DEPORTIVOS",261680004,0,0,0,0,26273000,-26273000,235407004,235407004,185306728.7,6724.7,6724.7
2024,JUNIO,A-02-02-02-009-007,PROPIOS,20,CSF,OTROS SERVICIOS,199319996,0,0,0,0,7605000,-7605000,191714996,191714996,141705627.53,6231548.53,6231548.53
2024,JUNIO,A-02-02-02-010,PROPIOS,20,CSF,VIÁTICOS DE LOS FUNCIONARIOS EN COMISIÓN,100000000,0,0,0,0,67460699.48,-67460699.48,32539300.52,17539300.52,17534315.12,17534315.12,17534315.12
2024,JUNIO,A-03,NACIÓN,10,CSF,TRANSFERENCIAS CORRIENTES,10647256000,0,0,0,0,0,0,10647256000,957541925.37,957531088.13,957531088.13,957531088.13
2024,JUNIO,A-03,PROPIOS,20,CSF,TRANSFERENCIAS CORRIENTES,5638845092,0,0,0,0,0,0,5638845092,215720000,9240621,9240621,9240621
2024,JUNIO,A-03-03,PROPIOS,20,CSF,A ENTIDADES DEL GOBIERNO,5423125092,0,0,0,0,0,0,5423125092,0,0,0,0
2024,JUNIO,A-03-03-01,PROPIOS,20,CSF,A ÓRGANOS DEL PGN,5423125092,0,0,0,0,0,0,5423125092,0,0,0,0
2024,JUNIO,A-03-03-01-999,PROPIOS,20,CSF,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,5423125092,0,0,0,0,0,0,5423125092,0,0,0,0
2024,JUNIO,A-03-04,PROPIOS,20,CSF,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,215720000,0,0,0,0,0,0,215720000,215720000,9240621,9240621,9240621
2024,JUNIO,A-03-04-02,PROPIOS,20,CSF,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,215720000,0,0,0,0,0,0,215720000,215720000,9240621,9240621,9240621
2024,JUNIO,A-03-04-02-012,PROPIOS,20,CSF,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),215720000,0,0,0,0,0,0,215720000,215720000,9240621,9240621,9240621
2024,JUNIO,A-03-04-02-012-001,PROPIOS,20,CSF,INCAPACIDADES (NO DE PENSIONES),59277258,0,0,0,0,0,0,59277258,59277258,7878856,7878856,7878856
2024,JUNIO,A-03-04-02-012-002,PROPIOS,20,CSF,LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),156442742,0,0,0,0,0,0,156442742,156442742,1361765,1361765,1361765
2024,JUNIO,A-03-10,NACIÓN,10,CSF,SENTENCIAS Y CONCILIACIONES,10647256000,0,0,0,0,0,0,10647256000,957541925.37,957531088.13,957531088.13,957531088.13
2024,JUNIO,A-03-10-01,NACIÓN,10,CSF,FALLOS NACIONALES,10647256000,0,0,0,0,0,0,10647256000,957541925.37,957531088.13,957531088.13,957531088.13
2024,JUNIO,A-03-10-01-001,NACIÓN,10,CSF,SENTENCIAS,5323628000,0,0,0,0,0,0,5323628000,383669787.37,383658998.53,383658998.53,383658998.53
2024,JUNIO,A-03-10-01-003,NACIÓN,10,CSF,LAUDOS ARBITRALES,5323628000,0,0,0,0,0,0,5323628000,573872138,573872089.6,573872089.6,573872089.6
2024,JUNIO,A-08,PROPIOS,20,CSF,GASTOS POR TRIBUTOS MULTAS SANCIONES E INTERESES DE MORA,16069012000,0,0,0,0,0,0,16069012000,0,0,0,0
2024,JUNIO,A-08-04,PROPIOS,20,CSF,CONTRIBUCIONES,16069012000,0,0,0,0,0,0,16069012000,0,0,0,0
2024,JUNIO,A-08-04-01,PROPIOS,20,CSF,CUOTA DE FISCALIZACIÓN Y AUDITAJE,16069012000,0,0,0,0,0,0,16069012000,0,0,0,0
2024,JUNIO,B,NACIÓN,11,SSF,SERVICIO DE LA DEUDA PÚBLICA,112491124000,0,0,0,0,0,0,112491124000,0,0,0,0
2024,JUNIO,B,NACIÓN,11,CSF,SERVICIO DE LA DEUDA PÚBLICA,1427021447000,0,0,0,0,0,0,1427021447000,1147272941750,1147272941750,1147272941750,1147272941750
2024,JUNIO,B-10,NACIÓN,11,CSF,SERVICIO DE LA DEUDA PÚBLICA INTERNA,1427021447000,0,0,0,0,0,0,1427021447000,1147272941750,1147272941750,1147272941750,1147272941750
2024,JUNIO,B-10-01,NACIÓN,11,SSF,PRINCIPAL,112491124000,0,0,0,0,0,0,112491124000,0,0,0,0
2024,JUNIO,B-10-01-02,NACIÓN,11,SSF,PRÉSTAMOS,112491124000,0,0,0,0,0,0,112491124000,0,0,0,0
2024,JUNIO,B-10-01-02-001,NACIÓN,11,SSF,NACIÓN,112491124000,0,0,0,0,0,0,112491124000,0,0,0,0
2024,JUNIO,B-10-04,NACIÓN,11,CSF,FONDO DE CONTINGENCIAS,1427021447000,0,0,0,0,0,0,1427021447000,1147272941750,1147272941750,1147272941750,1147272941750
2024,JUNIO,B-10-04-01,NACIÓN,11,CSF,APORTES AL FONDO DE CONTINGENCIAS,1427021447000,0,0,0,0,0,0,1427021447000,1147272941750,1147272941750,1147272941750,1147272941750
2024,JUNIO,C,NACIÓN,10,CSF,INVERSIÓN,7320175388722,951015212759,2115223820015,1164208607256,0,0,-2328417214512,6155966781466,5859623089151.16,5705808299889.96,1723886339797.16,1723784559911.16
2024,JUNIO,C,PROPIOS,20,CSF,INVERSIÓN,153689150908,0,0,0,0,0,0,153689150908,151894637770,151494637770,74728447512.34,74728447512.34
2024,JUNIO,C-2401,NACIÓN,10,CSF,INFRAESTRUCTURA RED VIAL PRIMARIA,7153266094769,918059142023,2080060581871,1162001439848,0,0,-2324002879696,5991264654921,5727417612124.96,5577374149160.16,1705556867864.16,1705547065775.16
2024,JUNIO,C-2401-0600,NACIÓN,10,CSF,INTERSUBSECTORIAL TRANSPORTE,7153266094769,918059142023,2080060581871,1162001439848,0,0,-2324002879696,5991264654921,5727417612124.96,5577374149160.16,1705556867864.16,1705547065775.16
2024,JUNIO,C-2401-0600-38,NACIÓN,10,CSF,MEJORAMIENTO APOYO ESTATAL PROYECTO DE CONCESIÓN RUTA DEL SOL SECTOR III   CESAR BOLÍVAR MAGDALENA,256267908309,0,0,0,0,0,0,256267908309,256267908309,256267908309,57521944628,57521944628
2024,JUNIO,C-2401-0600-38- 51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",256267908309,0,0,0,0,0,0,256267908309,256267908309,256267908309,57521944628,57521944628
2024,JUNIO,C-2401-0600-38- 51102D-2401070,NACIÓN,10,CSF,VÍA PRIMARIA CONCESIONADA,256267908309,0,0,0,0,0,0,256267908309,256267908309,256267908309,57521944628,57521944628
2024,JUNIO,C-2401-0600-38- 51102D-2401070-02,NACIÓN,10,CSF,ADQUISICIÓN DE BIENES Y SERVICIOS,256267908309,0,0,0,0,0,0,256267908309,256267908309,256267908309,57521944628,57521944628
2024,JUNIO,C-2401-0600-54,NACIÓN,10,CSF,MEJORAMIENTO DE LA CONCESIÓN ARMENIA PEREIRA MANIZALES  RISARALDA CALDAS QUINDIO VALLE DEL CAUCA,3282994168,0,0,0,0,0,0,3282994168,3282994168,3282994168,0,0
2024,JUNIO,C-2401-0600-54-51102D,NACIÓN,10,CSF,"5. CONVERGENCIA REGIONAL / D. 
INTEGRACIÓN DE TERRITORIOS BAJO EL 
PRINCIPIO DE LA CONECTIVIDAD FÍSICA Y 
LA MULTIMODALIDAD",3282994168,0,0,0,0,0,0,3282994168,3282994168,3282994168,0,0
